Exoplanet,TIC ID,Period,Semi-Major Axis,Radius (J),Mass (E),Mass (J),Eccentricity,TTV Flag,Temperature (Star),Radius (Star),Mass (Star),Metallicity (Star),Logg (Star),Transit Mid Point,Transit Duration,Temperature Error (Star),Radius Error (Star),Metallicity Error (Star),Logg Error,Inclination,Periastron,Right Ascension,Declination,Galactic Lattitude,Galactic Longitude,Distance (pc),Parallax (mas),TESS Magnitude,Period Error,Transit Mid Point Error,Semi Major Axis Error,Planet Radius Error (J),Inclination Error,Periastron Error,Eccentricity Error,Archive,Transits,Date,Unbinned Sigma,Binned Sigma,Transit Depth,Sensitivity,Binned Sensitivity,Archive Used,Observation Depth,Observation Sensitivity,Binned Observation Sensitivity,Total Cadences
KOI 4717.01,,216.456055,,0.3220631818955891,,,0.0,,5645.0,1.155,0.969,0.14,4.299,15008.3753,,76.0,0.17,0.15,0.137,89.99,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4725.01,,7.28171395,,0.2310647205289683,,,0.0,,4970.0,1.806,0.996,0.32,3.924,14970.30085,,164.0,1.02,0.1,0.624,84.96,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4730.01,,9.07829171,,0.3292003161204221,,,0.0,,5086.0,1.611,0.951,0.3,4.002,14971.25933,,192.0,0.771,0.15,0.526,89.89,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4733.01,,7.28116667,,0.1248998489345774,,,0.0,,5008.0,0.788,0.844,0.18,4.572,14965.7518,,192.0,0.082,0.2,0.033,89.72,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4735.01,,2.87998334,,0.0758320511388506,,,0.0,,4951.0,0.806,0.79,0.14,4.523,14964.48485,,81.0,0.032,0.15,0.063,89.04,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4737.01,,7.79534033,,0.0954591702571413,,,0.0,,6156.0,1.05,1.114,0.0,4.443,14971.03216,,171.0,0.341,0.25,0.054,89.05,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4748.01,,6.64754478,,0.1534483858339095,,,0.0,,6046.0,1.007,1.111,0.07,4.478,14970.13371,,190.0,0.318,0.25,0.054,89.47,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4749.01,,1.97650073,,0.0865377524761001,,,0.0,,5792.0,0.923,1.015,0.04,4.514,14965.95624,,161.0,0.287,0.25,0.05,89.63,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4750.01,,36.721576,,0.1721833631740961,,,0.0,,5662.0,0.84,0.937,-0.12,4.56,14984.2481,,186.0,0.221,0.3,0.031,89.85,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4754.01,,7.08757462,,0.1141941475973279,,,0.0,,6060.0,0.925,1.008,-0.22,4.509,14971.27614,,181.0,0.276,0.3,0.048,88.61,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4755.01,,3.74318005,,0.1561248111682218,,,0.0,,5207.0,0.851,0.866,0.16,4.516,14968.13816,,83.0,0.061,0.15,0.05,84.19,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4756.01,,5.4169303,,0.72887983271107,,,0.0,,6355.0,1.108,1.151,-0.08,4.41,14966.7916,,173.0,0.37,0.25,0.07,40.2,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4759.01,,17.7662938,,0.1373898338280352,,,0.0,,5724.0,0.946,1.022,0.14,4.495,14979.6886,,77.0,0.142,0.15,0.03,87.39,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4762.01,,11.56722589,,0.1150862893754321,,,0.0,,4597.0,0.691,0.678,-0.1,4.59,14965.25385,,137.0,0.043,0.3,0.056,89.6,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4763.01,,56.446465,,0.1400662591623476,,,0.0,,5995.0,1.117,0.988,-0.14,4.337,15003.59,,161.0,0.327,0.3,0.136,88.33,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4764.01,,31.4202111,,0.1293605578250981,,,0.0,,5269.0,0.748,0.822,-0.2,4.603,14965.7457,,158.0,0.112,0.3,0.032,89.93,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4766.01,,5.56676609,,0.099919879147662,,,0.0,,5032.0,0.859,0.81,0.2,4.479,14965.49956,,80.0,0.041,0.15,0.077,88.98,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4768.01,,3.43633133,,0.128468416046994,,,0.0,,5201.0,0.651,0.638,-0.84,4.616,14965.42697,,156.0,0.057,0.3,0.072,89.83,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4771.01,,142.703888,,0.1739676467303043,,,0.0,,6701.0,1.289,1.292,-0.02,4.326,15045.0311,,161.0,0.463,0.25,0.058,89.98,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4772.01,,3.38080537,,0.1507719604995971,,,0.0,,6072.0,1.193,1.146,0.14,4.343,14966.94842,,78.0,0.199,0.15,0.076,89.52,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4772.02,,9.0194714,,0.0954591702571413,,,0.0,,5775.0,0.768,0.838,-0.52,4.59,14972.9234,,194.0,0.332,0.32,0.031,88.81,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4773.01,,8.8493948,,0.0731556258045382,,,0.0,,6095.0,1.11,1.004,-0.16,4.349,14972.786,,122.0,0.178,0.15,0.099,81.87,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4773.02,,11.1438086,,0.0669106333578093,,,0.0,,6095.0,1.11,1.004,-0.16,4.349,14964.725,,122.0,0.178,0.15,0.099,85.75,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4774.01,,51.567801,,0.1159784311535362,,,0.0,,5285.0,0.876,0.821,0.0,4.467,15001.873,,185.0,0.16,0.25,0.104,89.48,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4775.01,,16.4491515,,0.2453389889786343,,,0.0,,5334.0,2.789,1.464,0.32,3.712,14978.7441,,214.0,0.591,0.15,0.308,84.91,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4776.01,,7.5861587,,0.0954591702571413,,,0.0,,5934.0,0.871,0.767,-0.8,4.444,14965.7988,,178.0,0.191,0.3,0.135,83.2,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4777.01,,0.824000125,,0.0374699546803732,,,0.0,,3396.0,0.28,0.28,-0.1,4.991,14964.80421,,50.0,0.05,0.1,0.06,80.79,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4780.01,,6.60180003,,0.1115177222630156,,,0.0,,5591.0,0.86,0.977,0.07,4.559,14970.476,,150.0,0.207,0.25,0.032,89.39,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4782.01,,7.4213444,,0.1543405276120136,,,0.0,,6032.0,0.973,1.055,-0.06,4.485,14970.493,,167.0,0.385,0.22,0.045,89.38,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4782.02,,4.29251656,,0.3265238907861097,,,0.0,,6032.0,0.973,1.055,-0.06,4.485,14967.4818,,189.0,0.3,0.25,0.052,61.12,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4790.01,,6.07855,,0.1017041627038702,,,0.0,,6119.0,1.114,1.003,-0.18,4.346,14965.5345,,164.0,0.481,0.26,0.111,88.24,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4792.01,,5.75902182,,0.0811849018074753,,,0.0,,6247.0,1.066,1.122,-0.06,4.433,14965.16301,,152.0,0.335,0.25,0.054,88.79,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4793.01,,5.2736268,,0.0794006182512671,,,0.0,,5851.0,0.918,1.007,-0.04,4.515,14968.6461,,157.0,0.289,0.25,0.039,84.53,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4794.01,,24.5041103,,0.0918906031447248,,,0.0,,5250.0,0.962,0.854,0.2,4.404,14973.1805,,86.0,0.182,0.15,0.098,89.67,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4797.01,,9.97202023,,0.1124098640411197,,,0.0,,4810.0,0.696,0.677,-0.26,4.584,14970.71181,,173.0,0.06,0.3,0.06,89.54,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4799.01,,12.0729757,,0.1507719604995971,,,0.0,,5436.0,1.707,1.046,0.2,3.993,14975.429,,89.0,0.287,0.15,0.217,89.24,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4801.01,,82.401274,,0.1971633329610116,,,0.0,,5886.0,1.0,1.083,0.16,4.472,14973.6557,,70.0,0.164,0.15,0.03,89.44,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4804.01,,21.08678557,,0.185565489845658,,,0.0,,6084.0,0.863,0.944,-0.44,4.542,14968.5636,,165.0,0.217,0.3,0.044,89.67,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4808.01,,2.40174996,,0.0579892155767681,,,0.0,,3606.0,0.399,0.415,-0.2,4.855,14964.7811,,81.0,0.053,0.2,0.065,87.7,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4810.01,,115.238544,,0.2828089436590076,,,0.0,,5589.0,1.037,0.948,0.14,4.384,14988.5989,,75.0,0.152,0.15,0.099,88.64,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4811.01,,21.7434141,,0.1989476165172198,,,0.0,,5767.0,1.497,0.987,-0.08,4.082,14981.935,,190.0,0.367,0.3,0.357,84.41,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4813.01,,9.2294726,,0.0731556258045382,,,0.0,,4781.0,0.596,0.618,-0.7,4.679,14969.173,,168.0,0.058,0.3,0.036,89.85,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4815.01,,18.3721835,,0.099919879147662,,,0.0,,5937.0,0.83,0.908,-0.42,4.558,14982.4627,,159.0,0.23,0.3,0.034,88.15,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4818.01,,3.79892774,,0.1302526996032022,,,0.0,,6831.0,2.106,1.511,-0.08,3.971,14966.289,,163.0,0.463,0.3,0.228,88.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4820.01,,14.7401061,,0.1320369831594104,,,0.0,,5999.0,0.959,1.045,-0.06,4.494,14966.5305,,180.0,0.266,0.25,0.048,89.67,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4822.01,,3.51413723,,0.0615577826891846,,,0.0,,6201.0,0.989,1.058,-0.2,4.472,14965.40707,,150.0,0.426,0.24,0.046,69.9,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4823.01,,4.96504981,,0.1347134084937228,,,0.0,,5339.0,2.011,0.982,-0.28,3.823,14968.55399,,291.0,1.004,0.35,0.707,87.14,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4826.01,,1.141148847,,0.1489876769433888,,,0.0,,5438.0,1.989,1.19,0.32,3.916,14965.24561,,81.0,0.308,0.1,0.217,89.34,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4827.01,,31.1920226,,0.1472033933871806,,,0.0,,5675.0,0.777,0.789,-0.54,4.554,14986.83296,,170.0,0.163,0.3,0.06,89.93,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4829.01,,7.630545,,0.2016240418515322,,,0.0,,6407.0,1.179,1.155,-0.08,4.358,15740.04471,,179.0,0.409,0.25,0.087,89.93,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4833.01,,4.31724247,,0.0901063195885166,,,0.0,,5992.0,1.31,0.979,-0.2,4.195,14966.4243,,188.0,0.371,0.3,0.258,88.15,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4834.01,,3.74099144,,0.1650462289492631,,,0.0,,5110.0,3.231,1.554,0.28,3.611,14965.2112,,142.0,0.577,0.15,0.247,87.56,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4837.01,,5.38613715,,0.0767241929169547,,,0.0,,5516.0,0.656,0.74,-0.84,4.669,14966.95782,,166.0,0.095,0.3,0.026,89.46,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4838.01,,13.2965044,,0.0785084764731629,,,0.0,,4352.0,0.613,0.64,-0.2,4.671,14969.5669,,116.0,0.055,0.3,0.032,83.76,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4838.02,,6.33342309,,0.6798120349153433,,,0.0,,4352.0,0.613,0.64,-0.2,4.671,14966.7198,,116.0,0.055,0.3,0.032,65.3,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4838.03,,24.0721647,,0.0981355955914537,,,0.0,,4352.0,0.613,0.64,-0.2,4.671,14981.9637,,116.0,0.055,0.3,0.032,87.43,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4839.01,,21.8420304,,0.179320497398929,,,0.0,,6194.0,2.241,1.189,-0.38,3.813,14983.82731,,191.0,0.487,0.3,0.528,89.72,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4840.01,,10.4716194,,0.1552326693901177,,,0.0,,5812.0,1.574,1.095,0.14,4.083,14969.2877,,78.0,0.24,0.15,0.182,89.4,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4844.01,,0.428046051,,0.0776163346950588,,,0.0,,5285.0,0.775,0.805,-0.18,4.566,14964.83682,,159.0,0.121,0.3,0.049,89.45,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4846.01,,19.254536,,0.1177627147097444,,,0.0,,5668.0,0.868,0.963,-0.02,4.545,14981.0172,,169.0,0.233,0.3,0.033,87.57,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4846.02,,32.526674,,0.1124098640411197,,,0.0,,5668.0,0.868,0.963,-0.02,4.545,14970.3054,,169.0,0.233,0.3,0.033,89.17,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4848.01,,384.6961,,0.1588012365025342,,,0.0,,4228.0,0.623,0.618,-0.12,4.64,15198.0874,,125.0,0.045,0.28,0.057,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4849.01,,3.19938075,,0.0553127902424557,,,0.0,,5483.0,0.702,0.779,-0.56,4.632,14966.01116,,163.0,0.115,0.3,0.032,88.86,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4850.01,,3.04185157,,0.0633420662453928,,,0.0,,5802.0,0.857,0.922,-0.24,4.537,14965.50422,,156.0,0.252,0.3,0.048,89.37,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4852.01,,1.89873195,,0.0829691853636836,,,0.0,,5942.0,1.05,1.104,0.18,4.439,14965.09278,,187.0,0.333,0.2,0.067,88.91,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4853.01,,17.7412303,,0.1017041627038702,,,0.0,,5817.0,0.956,1.032,0.08,4.491,14977.3554,,139.0,0.289,0.25,0.052,89.87,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4854.01,,2.63527677,,0.0678027751359135,,,0.0,,5215.0,0.864,0.854,0.14,4.496,14966.97919,,83.0,0.058,0.15,0.066,85.28,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4856.01,,147.388124,,0.2703189587655498,,,0.0,,6046.0,1.007,1.111,0.07,4.478,15007.6537,,190.0,0.334,0.25,0.04,90.0,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4857.01,,4.11497357,,0.1043805880381826,,,0.0,,6011.0,0.927,1.006,-0.18,4.507,14968.318,,189.0,0.311,0.3,0.04,87.66,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4859.01,,7.5019743,,0.1061648715943908,,,0.0,,4807.0,0.758,0.737,0.04,4.546,14968.0995,,143.0,0.049,0.25,0.066,88.75,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4861.01,,29.1206519,,0.14274268449666,,,0.0,,5671.0,0.788,0.872,-0.34,4.582,14971.4718,,152.0,0.182,0.3,0.038,89.86,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4862.01,,0.903763067,,0.0963513120352455,,,0.0,,4430.0,0.651,0.638,-0.18,4.616,14964.51926,,129.0,0.048,0.3,0.054,89.38,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4864.01,,5.66494448,,0.0695870586921217,,,0.0,,5888.0,1.13,0.865,-0.38,4.269,14969.33835,,158.0,0.371,0.32,0.201,87.09,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4871.01,,4.08197713,,0.0535285066862474,,,0.0,,6538.0,1.156,1.061,-0.4,4.339,14965.10953,,147.0,0.241,0.25,0.092,88.14,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4871.02,,5.522479,,0.0678027751359135,,,0.0,,6532.0,1.247,1.056,-0.4,4.271,14966.1184,,159.0,0.571,0.24,0.135,87.09,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4875.01,,0.912179022,,0.0579892155767681,,,0.0,,3880.0,0.555,0.591,0.14,4.722,14964.81174,,69.0,0.033,0.15,0.023,89.59,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4877.01,,5.19206571,,0.0883220360323083,,,0.0,,6322.0,1.075,1.124,-0.12,4.426,14967.5614,,156.0,0.335,0.25,0.065,81.75,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4878.01,,449.01499,,0.092782744922829,,,0.0,,6031.0,1.068,0.972,-0.22,4.368,14977.707,,143.0,0.389,0.28,0.106,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4881.01,,5.6795377,,0.1034884462600784,,,0.0,,6514.0,1.585,1.127,-0.34,4.09,14965.95,,181.0,0.457,0.3,0.258,89.02,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4885.01,,9.33955596,,0.2382018547538013,,,0.0,,5516.0,1.101,0.898,0.08,4.308,14971.11016,,166.0,0.319,0.25,0.214,84.03,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4886.01,,17.99562529,,2.585426872945754,,,0.0,,5999.0,0.959,1.045,-0.06,4.494,14978.60092,,175.0,0.405,0.22,0.043,88.81,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4890.01,,63.095068,,1.041129455047514,,,0.0,,6622.0,1.325,1.372,0.21,4.331,14991.1168,,160.0,0.401,0.15,0.065,85.35,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4891.01,,4.7309013,,0.1240077071564733,,,0.0,,5941.0,0.911,1.001,-0.14,4.519,14968.19333,,178.0,0.28,0.3,0.037,88.25,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4892.01,,21.3761817,,0.0963513120352455,,,0.0,,5984.0,1.052,0.846,-0.52,4.322,14976.6293,,161.0,0.305,0.3,0.195,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4893.01,,6.58753699,,0.1347134084937228,,,0.0,,6014.0,0.993,1.101,0.07,4.486,14971.0427,,181.0,0.267,0.2,0.048,89.7,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4895.01,,12.460565,,0.0981355955914537,,,0.0,,5435.0,0.933,0.901,0.12,4.453,14972.2206,,81.0,0.1,0.15,0.076,89.97,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4895.02,,47.5571352,,0.1650462289492631,,,0.0,,5861.0,0.958,0.914,-0.24,4.436,14968.8497,,166.0,0.367,0.3,0.084,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4896.01,,19.5945772,,0.1052727298162867,,,0.0,,6118.0,1.023,0.995,-0.24,4.416,14983.1394,,191.0,0.32,0.3,0.087,88.92,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4896.02,,49.537365,,0.1320369831594104,,,0.0,,6118.0,1.023,0.995,-0.24,4.416,15005.1948,,191.0,0.32,0.3,0.087,89.29,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4898.01,,409.87844,,0.242662563644322,,,0.0,,6167.0,1.064,1.149,0.07,4.444,15071.9944,,168.0,0.523,0.17,0.043,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4900.01,,6.6716723,,0.1133020058192238,,,0.0,,6086.0,1.021,1.031,-0.1,4.435,14964.92708,,168.0,0.345,0.25,0.07,89.49,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4902.01,,409.38645,,0.1588012365025342,,,0.0,,4955.0,0.799,0.766,0.06,4.517,15173.621,,171.0,0.255,0.26,0.065,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4904.01,,3.5944891,,0.0874298942542042,,,0.0,,5523.0,1.046,0.922,0.14,4.364,14965.36207,,74.0,0.154,0.15,0.121,89.79,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4906.01,,4.8608059,,0.1079491551505991,,,0.0,,5541.0,0.757,0.839,-0.36,4.6,14968.76776,,198.0,0.169,0.3,0.034,88.8,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4907.01,,4.04481159,,0.0597734991329763,,,0.0,,6358.0,1.141,1.082,-0.16,4.359,14966.60007,,160.0,0.363,0.25,0.087,88.05,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4912.01,,0.876850385,,0.1204391400440568,,,0.0,,6102.0,1.756,1.32,0.16,4.069,14964.77033,,79.0,0.295,0.15,0.174,89.36,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4913.01,,6.78788113,,0.2176825938574065,,,0.0,,6537.0,2.829,1.677,-0.02,3.76,14969.3345,,176.0,0.457,0.25,0.285,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4913.02,,8.97377221,,0.2640739663188209,,,0.0,,6537.0,2.829,1.677,-0.02,3.76,14972.73978,,176.0,0.457,0.25,0.285,89.57,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4914.01,,5.47455167,,0.1248998489345774,,,0.0,,5611.0,1.312,0.972,0.14,4.19,14966.55529,,84.0,0.21,0.15,0.182,78.05,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4921.01,,95.688682,,2.534574791593819,,,0.0,,5040.0,13.056,2.981,0.07,2.681,15057.2893,,60.0,0.52,0.14,0.029,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4923.01,,38.168652,,0.1248998489345774,,,0.0,,6164.0,1.465,1.026,-0.28,4.117,14977.4713,,165.0,0.708,0.3,0.259,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4926.01,,69.089357,,0.1311448413813063,,,0.0,,4848.0,0.698,0.679,-0.28,4.581,14968.4461,,131.0,0.062,0.3,0.063,89.97,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4931.01,,579.81521,,0.2417704218662178,,,0.0,,5822.0,0.969,0.962,-0.08,4.449,15176.5587,,160.0,0.377,0.24,0.07,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4932.01,,19.12788374,,,,,,,,,,,,14967.8576413,,,,,,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4938.01,,55.180772,,0.2114376014106776,,,0.0,,6306.0,1.076,1.126,-0.1,4.426,14980.7141,,174.0,0.335,0.25,0.065,89.58,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4940.01,,84.6405853,,0.1534483858339095,,,0.0,,4386.0,0.63,0.616,-0.26,4.629,15016.17243,,130.0,0.052,0.33,0.057,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4943.01,,15.2024426,,10.167739845052711,,,0.0,,3984.0,41.367,1.803,0.2,1.461,14969.9199,,91.0,11.698,0.16,0.029,88.81,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4957.02,,4.98792404,,0.0651263498016011,,,0.0,,3606.0,0.395,0.413,-0.2,4.859,14966.6552,,57.0,0.036,0.1,0.045,89.83,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4958.01,,581.729006,,0.2444468472005302,,,0.0,,5765.0,2.005,1.007,-0.46,3.837,15174.09187,,202.0,1.008,0.32,0.458,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4960.01,,47.82278681,,,,,,,,,,,,14967.1402656,,,,,,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4961.01,,348.96347,,0.1819969227332415,,,0.0,,4823.0,0.792,0.837,0.44,4.564,15017.8658,,154.0,0.073,0.04,0.027,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4963.01,,59.4037839,,0.1472033933871806,,,0.0,,6373.0,1.209,0.961,-0.54,4.256,14992.80356,,179.0,0.325,0.3,0.204,86.84,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4967.01,,43.581043,,0.1730755049522002,,,0.0,,6225.0,1.031,1.091,-0.12,4.45,14981.4352,,194.0,0.309,0.25,0.065,89.67,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4969.01,,59.14382117,,,,,,,,,,,,15013.5653307,,,,,,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4972.01,,26.092284,,0.1204391400440568,,,0.0,,6346.0,1.214,1.241,0.14,4.362,14982.1087,,76.0,0.187,0.15,0.035,89.87,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4975.01,,47.0628978,,0.3657781290226912,,,0.0,,5838.0,0.897,0.992,-0.08,4.529,15004.94782,,157.0,0.26,0.3,0.037,89.69,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4976.01,,624.90338,,0.2471232725348426,,,0.0,,7089.0,1.729,1.532,0.08,4.148,15074.5869,,213.0,1.193,0.2,0.11,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4977.01,,25.5338535,,0.1052727298162867,,,0.0,,4445.0,0.635,0.629,-0.26,4.63,14986.586,,134.0,0.055,0.33,0.052,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4978.01,,339.18998,,0.2453389889786343,,,0.0,,5544.0,0.966,0.859,-0.08,4.402,15133.2366,,192.0,0.385,0.29,0.12,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4981.01,,349.73652,,0.2069768925201569,,,0.0,,5310.0,0.796,0.886,0.0,4.582,15101.2946,,173.0,0.234,0.28,0.025,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4986.01,,444.04257,,0.1320369831594104,,,0.0,,5776.0,0.726,0.807,-0.72,4.622,15167.6734,,167.0,0.228,0.34,0.026,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
KOI 4991.01,,211.330867,,0.1864576316237621,,,0.0,,5941.0,0.911,1.001,-0.14,4.519,15077.953,,172.0,0.303,0.22,0.036,89.95,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
